timestamp,symbol,open,high,low,close,volume
1752480000000,AAPL,209.8,210,209.71,209.81,5990
1752480060000,AAPL,209.83,209.85,209.72,209.8,2977
1752480120000,AAPL,209.8,209.8,209.67,209.67,5193
1752480180000,AAPL,209.62,209.67,209.61,209.67,1856
1752480240000,AAPL,209.68,209.68,209.63,209.63,2277
1752480300000,AAPL,209.66,209.66,209.66,209.66,595
1752480360000,AAPL,209.6,209.6,209.55,209.55,1924
1752480420000,AAPL,209.59,209.6,209.55,209.55,1487
1752480480000,AAPL,209.59,209.59,209.59,209.59,1156
1752480540000,AAPL,209.61,209.67,209.58,209.67,1311
1752480600000,AAPL,209.66,209.66,209.66,209.66,414
1752480720000,AAPL,209.63,209.65,209.63,209.65,1342
1752480780000,AAPL,209.67,209.7,209.67,209.7,1024
1752480840000,AAPL,209.69,209.69,209.65,209.65,1352
1752480900000,AAPL,209.62,209.62,209.55,209.57,2708
1752480960000,AAPL,209.57,209.58,209.55,209.56,2423
1752481080000,AAPL,209.57,209.57,209.54,209.54,1807
1752481140000,AAPL,209.55,209.55,209.54,209.54,1253
1752481200000,AAPL,209.5,209.5,209.5,209.5,2502
1752481320000,AAPL,209.54,209.54,209.5,209.5,730
1752481380000,AAPL,209.5,209.5,209.5,209.5,649
1752481440000,AAPL,209.5,209.5,209.33,209.39,4638
1752481800000,AAPL,209.45,209.45,209.42,209.42,3580
1752481920000,AAPL,209.39,209.39,209.34,209.34,1613
1752481980000,AAPL,209.31,209.31,209.31,209.31,1061
1752482040000,AAPL,209.36,209.36,209.31,209.31,587
1752482160000,AAPL,209.3,209.3,209.3,209.3,402
1752482400000,AAPL,209.35,209.35,209.35,209.35,760
1752482460000,AAPL,209.38,209.38,209.38,209.38,454
1752482580000,AAPL,209.38,209.38,209.38,209.38,1220
1752482640000,AAPL,209.25,209.25,209.25,209.25,866
1752482700000,AAPL,209.3,209.3,209.3,209.3,762
1752482880000,AAPL,209.24,209.24,209.21,209.21,2130
1752483060000,AAPL,209.37,209.37,209.37,209.37,627
1752483120000,AAPL,209.38,209.38,209.38,209.38,1184
1752483180000,AAPL,209.45,209.45,209.36,209.36,2335
1752483240000,AAPL,209.32,209.44,209.3,209.44,2331
1752483300000,AAPL,209.44,209.45,209.4,209.4,690
1752483360000,AAPL,209.36,209.36,209.36,209.36,803
1752483540000,AAPL,209.3,209.3,209.2,209.21,3095
1752483660000,AAPL,209.24,209.24,209.2,209.2,534
1752483720000,AAPL,209.2,209.2,209.16,209.16,1020
1752483780000,AAPL,209.34,209.35,209.34,209.35,1773
1752483900000,AAPL,209.26,209.26,209.18,209.25,4506
1752484020000,AAPL,209.33,209.33,209.33,209.33,208
1752484140000,AAPL,209.21,209.21,209.14,209.14,1920
1752484500000,AAPL,209.25,209.26,209.25,209.26,763
1752484680000,AAPL,209.23,209.23,209.23,209.23,883
1752484740000,AAPL,209.24,209.27,209.24,209.26,1175
1752484800000,AAPL,209.26,209.26,209.26,209.26,823
1752484860000,AAPL,209.31,209.31,209.31,209.31,487
1752484980000,AAPL,209.33,209.33,209.33,209.33,417
1752485040000,AAPL,209.36,209.41,209.36,209.4,1787
1752485220000,AAPL,209.36,209.36,209.36,209.36,643
1752485280000,AAPL,209.33,209.33,209.33,209.33,914
1752485460000,AAPL,209.35,209.35,209.35,209.35,410
1752485520000,AAPL,209.37,209.37,209.35,209.35,372
1752485580000,AAPL,209.37,209.4,209.37,209.4,1707
1752485760000,AAPL,209.33,209.33,209.3,209.3,1520
1752485880000,AAPL,209.31,209.31,209.3,209.3,1592
1752486060000,AAPL,209.22,209.25,209.21,209.21,2224
1752486240000,AAPL,209.24,209.24,209.22,209.22,1069
1752486480000,AAPL,209.25,209.25,209.25,209.25,197
1752486540000,AAPL,209.23,209.23,209.2,209.2,1650
1752486600000,AAPL,209.17,209.25,209.14,209.25,3349
1752486900000,AAPL,209.21,209.21,209.18,209.18,1121
1752487380000,AAPL,209.21,209.21,209.16,209.16,988
1752487440000,AAPL,209.24,209.24,209.24,209.24,239
1752487620000,AAPL,209.16,209.16,209.15,209.15,1164
1752487680000,AAPL,209.1,209.1,209.1,209.1,948
1752487740000,AAPL,209.11,209.16,209.11,209.16,1088
1752487980000,AAPL,209.19,209.19,209.16,209.16,285
1752488160000,AAPL,209.25,209.29,209.25,209.29,1467
1752488340000,AAPL,209.2,209.2,209.2,209.2,410
1752488460000,AAPL,209.18,209.18,209.17,209.17,713
1752488520000,AAPL,209.15,209.15,209.15,209.15,1859
1752488760000,AAPL,209.24,209.3,209.21,209.21,2351
1752488820000,AAPL,209.19,209.19,209.18,209.18,1279
1752489060000,AAPL,209.23,209.23,209.23,209.23,271
1752489120000,AAPL,209.23,209.23,209.23,209.23,494
1752489240000,AAPL,209.21,209.21,209.21,209.21,1595
1752489660000,AAPL,209.26,209.28,209.26,209.28,468
1752489720000,AAPL,209.26,209.26,209.26,209.26,390
1752489840000,AAPL,209.27,209.27,209.26,209.27,803
1752490020000,AAPL,209.22,209.22,209.2,209.2,434
1752490200000,AAPL,209.23,209.28,209.23,209.28,1875
1752490800000,AAPL,209.33,209.44,209.33,209.44,5835
1752490860000,AAPL,209.35,209.37,209.29,209.37,3374
1752490920000,AAPL,209.34,209.34,209.34,209.34,510
1752490980000,AAPL,209.4,209.4,209.4,209.4,1169
1752491040000,AAPL,209.43,209.46,209.43,209.43,1101
1752491100000,AAPL,209.42,209.42,209.38,209.39,1717
1752491160000,AAPL,209.41,209.41,209.4,209.4,739
1752491220000,AAPL,209.33,209.33,209.3,209.3,2051
1752491280000,AAPL,209.3,209.38,209.27,209.38,3367
1752491340000,AAPL,209.38,209.38,209.38,209.38,163
1752491400000,AAPL,209.41,209.41,209.41,209.41,583
1752491460000,AAPL,209.41,209.41,209.41,209.41,647
1752491640000,AAPL,209.42,209.42,209.42,209.42,813
1752491700000,AAPL,209.4,209.4,209.25,209.25,3758
1752491760000,AAPL,209.31,209.31,209.31,209.31,1017
1752491820000,AAPL,209.3,209.3,209.2,209.2,3122
1752491880000,AAPL,209.22,209.22,209.22,209.22,458
1752491940000,AAPL,209.31,209.31,209.29,209.29,836
1752492060000,AAPL,209.25,209.25,209.25,209.25,649
1752492120000,AAPL,209.24,209.26,209.2,209.26,1024
1752492180000,AAPL,209.26,209.26,209.21,209.21,1117
1752492240000,AAPL,209.23,209.23,209.2,209.2,1201
1752492300000,AAPL,209.28,209.3,209.28,209.3,1443
1752492360000,AAPL,209.3,209.3,209.3,209.3,593
1752492480000,AAPL,209.3,209.3,209.3,209.3,427
1752492540000,AAPL,209.25,209.25,209.24,209.24,1571
1752492600000,AAPL,209.31,209.34,209.31,209.34,1106
1752492780000,AAPL,209.39,209.41,209.39,209.41,1092
1752492840000,AAPL,209.42,209.43,209.4,209.4,2593
1752492900000,AAPL,209.3,209.3,209.3,209.3,489
1752493020000,AAPL,209.34,209.34,209.34,209.34,881
1752493260000,AAPL,209.38,209.38,209.38,209.38,1659
1752493320000,AAPL,209.38,209.45,209.38,209.4,3009
1752493380000,AAPL,209.44,209.44,209.39,209.4,1722
1752493440000,AAPL,209.42,209.42,209.42,209.42,2778
1752493500000,AAPL,209.42,209.42,209.42,209.42,311
1752493560000,AAPL,209.36,209.36,209.36,209.36,1127
1752493860000,AAPL,209.44,209.45,209.43,209.45,1672
1752493920000,AAPL,209.44,209.44,209.44,209.44,129
1752494220000,AAPL,209.36,209.39,209.36,209.36,2125
1752494280000,AAPL,209.37,209.37,209.37,209.37,862
1752494400000,AAPL,209.2,209.9,209.11,209.72,110971
