order_id,pnl
230563,25154.3
41608,-21101.5
183017,21101.5
264075,-10550.5
271872,25167
169579,18337.5
249199,9168.31
47607,-18337.1
154589,21103
299860,-10550.8
189605,21101
33631,-18337
236539,-10550.8
102632,21101.5
109358,18334
81163,-18333.9
256654,10550.5
292548,25161.3
60921,-21101
76479,-21101
246730,9165.89
75398,-18332.4
101001,21100.5
158033,50321.5
208395,10550.4
103929,21100.5
164255,21100.5
136237,21100
62575,-50301.4
211343,10548.4
149084,50300
43073,-21100
128358,21099.5
141273,18331
19593,-18331
1243,-21099.5
6525,-21099.9
11244,-18320
143050,21099.5
287101,-10549.8
43849,-50341.5
196676,21102
113664,18318
57421,-18317.7
185116,18314.5
164003,21099
218039,-10554.5
93521,-21099
161922,21098
103595,21098
42250,-18312
271141,-10549.5
191261,21098
46516,-21098
6124,-21098.8
238595,10549.3
203855,-9162.75
266114,-10550.1
162349,21098
258166,25163.9
209481,-25163.9
5098,-18300.5
274286,10548.7
90188,-21100.5
27929,-21097.4
298429,-10548.5
176862,18301
262211,-9150.5
182917,21097
261470,10548.7
89938,-21097
55967,-9142.5
184272,21089.5
205025,-10548.5
113677,21096.9
29670,-18274.5
243726,-9132
181480,21096.4
166206,21096
97450,-42192.2
281424,-9145.75
273547,10548.1
102274,21096.1
13007,-21096.1
284211,-9145.75
153488,18292.5
36836,-21095.3
220325,10551.1
241078,-25140.5
83767,-21095
204553,-10547.5
53281,-18282
21591,-21094.3
39784,-50251
271827,9145.21
131212,21094.5
148685,21094
244351,10546.8
251893,25146.5
42973,-50285.2
175151,21093.5
38635,-21093.5
32741,-18269.5
131359,18277.2
250673,9134.13
114606,18344
259877,10546.6
134475,50264
52899,-18272.6
178687,36660
136105,18259.7
41815,-21091.5
250349,18288.9
37820,-18234.5
83425,-21092.4
117924,21091.5
153885,21092.1
41534,-21092.1
72156,-18379
196674,21091.5
10581,-21091.5
136440,50307.7
60713,-50307.7
60667,-21091.7
248317,10545.6
289149,-10551.5
226890,9111.64
234810,-10551.7
193304,18216
103295,21091
192775,18221
41964,-18221
40268,-21091
195586,21102
71068,-21091
252215,10545
250383,25152.8
85380,-18227.7
119555,21102
15790,-18230
76476,-21090
184846,21089.9
15448,-50294.1
240341,9103.57
232204,10544.6
121717,50282.5
80545,-18206.1
160500,18205
128810,21089
78028,-50456
57275,-50270.2
202989,-9118
222603,9110.44
419,-18228.4
206064,10544.4
19390,-21088.6
110829,21088.4
280996,-10544
195689,50258
88734,-10537.3
193090,18211.8
281296,-10536.5
151555,50258
242459,-9086.95
158921,21088
140620,18385
265138,-10544
186775,21087
93102,-21087
142236,21107.5
121483,50372
225248,10543.6
224077,-9083.6
11631,-21086
248069,25136.1
277913,9114.66
288832,-9114.66
149697,21086
83406,-21085.8
200585,9084.26
204624,-9084.26
24438,-21085
291905,-25144.7
211900,-10542.5
105559,18164
201656,10542.7
211083,-10542.7
85074,-50323
80145,-18180
255720,10541.9
241532,10541.5
229757,-10541.5
167083,21083
197012,18395
30988,-18177
204982,-10541.1
126650,18180
261679,-9090
96099,-21081.7
97544,-21082
125618,18227
79446,-21080
83897,-18244
242973,9123.42
52518,-18235.7
159040,21079
47202,-21079
206353,-9126.6
170094,21079
22904,-21076
235210,25171.1
1318,-18262
263008,9115.93
248295,-10538
213940,9128.26
225783,25177.6
44868,-50350
231704,10539.4
68193,-21076
284962,9117.8
290884,-10549.8
207872,10538.5
218952,10548.1
32175,-21077.8
159303,21076
61402,-21076.5
184489,50455.5
246748,10538
196378,50390.5
30140,-21075.5
21316,-18348.4
104328,18224
65043,-18224
297150,-9107.81
131110,21077
58941,-21076
52583,-18228
153254,18295
194760,18333
111748,50411
41156,-21074
115566,18313.8
277511,10536
144926,21072
241735,-10535.8
153507,21071
75902,-21071
208731,10549.4
187978,21070.5
228214,-10535.2
155609,21070
51961,-21069.6
70892,-21069.2
228497,-25200.8
111314,21068
255632,-10534
152235,21067
99706,-18373.1
265730,10533.5
267280,9176.48
246527,10532.5
99290,-50368.9
176661,50362
144564,18297
61380,-21065
39348,-18295.5
139577,21067
182267,21065
223184,9144.21
13257,-21066
27677,-18329
255960,-10532.5
116581,18287
90522,-21105
152781,21065
66270,-21065
124555,21065.8
1971,-21065.8
145636,50373
286475,25169.9
83042,-50356.4
9204,-18291
211273,9142.77
27429,-21065
20520,-21073.4
82779,-18284.3
249124,-10531.5
185278,50328
19339,-50328
24301,-21063
219070,-9145
284112,10531.5
178670,18285
157917,50379
20792,-50379
135575,18272
56081,-21064.2
292656,-9142.5
140304,21064
101447,21063
195871,21101
50600,-21064
140883,18297
285194,10531.4
297763,10550.1
193998,50388
67909,-50388
221256,-25190.2
127365,50408
44353,-21062
279536,-10530.8
145451,21060
124345,18300
48169,-21060
271729,10530
146421,21091.5
63409,-18300
11561,-50417.8
198705,50410.5
205859,-25205.2
17942,-18297
127622,21054.5
117650,21053.5
210039,9149.81
73557,-18298.6
207099,10525
33160,-10525
47508,-18295
208494,10526.4
254683,25188.5
14992,-18298
121520,21046
50550,-21046
215478,10551.1
173972,21063
298490,-9150
179513,18300
273762,9168.23
3973,-18299.6
61819,-21058.1
270455,25211.5
117666,21061
86920,-21061
299830,-10530
249777,25209.8
8649,-18299
247778,-10530
114438,18299
180277,21060
198235,21103.5
94470,-50400
52860,-21060
153916,21103.4
174669,21061
242528,10530.5
290090,10530
81244,-21060
101563,50455
222027,25215.1
75205,-18299.5
112372,18338
195384,21060
205919,-10530
288023,10530.2
291185,10530
12129,-21060
237933,9149.81
130502,18299
113910,21060
172732,18300
77261,-18300
131749,21051.9
72098,-21051.9
271521,25252.5
19823,-18299
293486,-25225.5
272733,10525.8
109190,50505
276267,10524.7
44680,-21047
157761,18298
73323,-18298
284422,9147.41
71976,-21044
55854,-18294.4
127553,18294
44104,-21043.1
118605,50443
241702,-25221.5
44066,-50442.1
101701,21042.5
87061,-21042.2
160834,18297.9
50071,-50370.3
174589,21042
36008,-18298
253772,10520.5
53809,-21064.6
219833,25279.2
77621,-50568.3
120530,21039.7
1728,-21040.1
219147,-9148.5
242628,-9147
243861,-9106
57084,-21039
265184,-9148.5
2163,-50585.8
20731,-18294
203546,9146.5
90798,-21037.5
121065,21036
39611,-50582
95931,-18288.5
178910,36667
53625,-21033.5
284125,-10515.5
281340,10510
295073,9136.5
56220,-18273
75736,-21027.5
268680,-25288.5
281726,-10514.8
298324,10516.3
281162,-10514.8
110386,18244
72543,-21029
67829,-50570
268923,10512.1
214307,9131.25
215895,10509.7
191648,18275
252582,25284.5
17017,-18287
294653,10503.6
247435,-9149.5
200212,9148.04
27877,-21007.1
145909,21007
286739,25283.6
45423,-21016
51211,-18300
98889,-18300
40977,-21002
250428,-10495
59723,-18300
201942,10491.9
159761,18300
216781,-10552
9251,-20995
284235,-10504
240660,10500.3
20107,-20992.2
115755,20999
90589,-20999
150232,50562
244151,-25281
232194,25281
273827,9146
87488,-18296
111414,39292
294800,-10504
256466,10550
235713,9148.52
240883,-9148.52
114028,18292
101606,21003
218707,-10501.5
146635,18275
271153,-10497.6
123113,21006
224457,-25281
91932,-18293.5
104699,18295
293408,-9147.5
5991,-21001
159911,21020
141955,50562
12486,-18298
79539,-50561
39885,-21004.5
174293,18294
235550,-9147
223893,10501.7
104922,21000
111901,50560
41907,-21008.5
150942,18296
252274,10507
83627,-21070
615,-21013.1
102953,21017
6057,-21103.7
47563,-21017
223825,10503.1
164071,50558
241409,25155.5
13126,-50558
276609,9147.59
80018,-21002
60121,-18300
133618,50556
38561,-18300
179820,20991
41281,-18300
118583,18300
241196,-9150
128536,20980.3
287479,10501.9
122164,20987
278961,-9150
212611,10544.6
108846,18299
167358,50550
260149,-9149
109282,18298
85864,-18298
177749,21036
61146,-21034
240225,-10516
235418,10515.6
21481,-18294
227997,-9145
119616,18298
264887,-10514.1
28617,-21005
151189,21102
47424,-18297
280200,9148.18
242838,-10509.7
1897,-21016.3
134908,18296
229162,9147.64
256330,-9147.5
178895,18295
117210,21021
140917,21016
207897,10501.8
253083,-9147.5
13809,-50362
76068,-21011.6
193996,21031
202996,10510.7
236364,-10509.8
256302,-10507.6
246985,-10510
118094,21015
29609,-21015
73107,-18293
182982,18292
236384,-10513.5
36400,-50533.1
178334,21027
195725,21024
238360,9147.5
174034,18295
179747,21004
254041,10497.5
125020,50531
230102,10534.2
1819,-21018.7
257959,-9171.1
50429,-21005.5
174367,20995
199220,39302
256169,-10503.5
204560,25264.7
86137,-18297
198576,21022.3
207495,-10511.2
65390,-18346.4
231414,10510.2
202098,25258.5
156588,21074.8
73576,-50523.2
175859,18291
19595,-18291
260931,-25258.5
172201,18300
51316,-21013.5
142480,21011
220843,9147.5
19492,-21004
194446,21097.5
28422,-21005.5
278903,9148.17
3780,-21032.5
35834,-21016
201910,10548.7
15133,-20994
160404,21024
199411,50515.5
205508,-25256.5
164206,21059.9
244438,-10529.9
169801,21059.8
32049,-18297
226968,10525.4
34234,-18299.5
136659,18299
178941,21059
273790,-10529.5
141918,50494
285452,9148.8
100066,18297
79313,-18295.8
54929,-18297
135386,21059
109291,21052
111384,50497
34516,-18268.3
283552,-25248.5
123641,18297
279086,9148.29
17292,-21050
172046,18298
29913,-18298
293095,10524.9
156338,21049.9
286793,9147.5
81484,-18295
260207,-10522.5
146846,18295
80166,-21044
268536,10520.2
6334,-21040
128686,21099.5
66427,-50494
111356,18295
64247,-18295
118507,50494
210904,-25247
291149,-9147.5
168276,18295
256886,10529.3
192262,21055
74599,-21055
92548,-18296
273845,10512.4
211586,-9146
275653,10529.2
196639,21085
258898,-9146
73701,-18293
263650,10529
208141,25255
68190,-21058
192784,18300
13383,-18300
224345,-10529
81638,-42160
107086,18295
107039,21009.2
231557,25244.5
30814,-50492
237631,-9144
205054,-9141
291009,-9145
228750,-10528.6
55739,-21055
2836,-50489
168232,21030
251244,9147.11
65040,-18296.1
179263,21052.1
15984,-21054.6
254584,10528.3
201990,-10528.3
262647,9145.85
88947,-18294.9
118119,18291
119418,21056
40526,-21056
96217,-68773.8
55530,-18295
276480,9148.5
135969,21055
54947,-18297
215695,10528.1
268602,-10528.1
189455,50503
92170,-50503
263697,-10526
8851,-18295
110701,21050.2
216837,9150
64134,-18300
186701,18300
267227,10526.4
90287,-21050
127141,21056
46135,-18313
108394,18297
12073,-18296.1
118105,21056
68441,-25185.5
275971,-9149.5
26935,-21056
266962,9175.34
38679,-50407.5
287232,-9149.73
176520,21057
49087,-50449.5
264858,-10528.5
138198,50450
33960,-18299
91532,-18354
216050,-10528.5
102951,21057
271897,9150
126472,18300
49657,-18300
113937,21049
7410,-21049
265596,25230.5
94082,-50461
268253,10527.3
189670,21057
31272,-21057
236204,-10539.4
298463,-25243.5
73699,-18303
268134,9150.84
30241,-18300.8
95470,-18300
278229,-10528.5
259513,-9150
128291,21056
217461,-10528
163006,21056
2496,-21056
204828,9150
158579,21056
92728,-50498.5
77561,-21054.8
269469,-25255
58969,-18299.5
91833,-21047.9
121571,21051
290817,9150
53750,-18299.5
13951,-18300
102045,18393
268069,-10527.5
209307,-9147.5
216906,-9179
113141,18295
90111,-18293.5
48605,-21054
43113,-21053
184820,50500
9015,-50500
126151,21053
56209,-21052.5
56898,-18298
238075,-9148.5
15167,-21052
108419,21051
53338,-21051.9
287680,-9106
225421,25260
129789,21086
109036,21050.1
96853,-18299
49829,-21050
31608,-21050
125785,18300
64167,-50346.5
188685,21050
100921,50525
111803,21098
215568,10524.5
152078,21102
235090,10524
141387,18300
98101,-50315.8
222619,25248.4
56291,-18298
57542,-21046.1
228981,9147
125216,18296
131210,50491
140979,18297
99473,-18300
140257,21049
220243,10524.5
38168,-21049
227560,10523.8
211723,25240.5
90880,-18313.8
256904,-25240.5
1145,-21053.5
21898,-50482
165594,18300
278226,10522.5
51105,-21099.1
217129,9153
70485,-18306
213260,-9150
281580,-10522.5
147712,21045
108687,21044
98715,-21044
295139,9181.94
46103,-21108
129115,18300
74284,-21044
121858,50546
101105,50481
106286,50408
2521,-50481
50074,-18300
291973,10521.2
81398,-21043.2
15562,-21042.1
17488,-50468
119842,18309
44913,-18309
261871,10539.1
33588,-18306
207494,10517.5
6972,-21032.5
251010,25230.5
224537,-25230.5
178623,50461
38467,-50461
249652,9150.19
99890,-18303.2
14967,-18300
221813,10517.8
143799,21035
281044,25112.8
11255,-21035
174080,18299
295208,25218
57035,-50443
3943,-18299
131259,18298
234815,-9148.19
245678,-10520.5
170006,21041
18156,-21039
238175,-9144.5
108441,21037
67958,-50436
123206,18289
203349,10519.7
4243,-18269.5
109261,18250
278545,-10520
78904,-21041
25500,-50450
286953,9182.5
268256,-10522.2
19220,-18303.5
4873,-18357
102810,21058
19798,-21026
236751,10511.5
88309,-21026.6
111959,18365
179566,18329.7
75801,-18365
245641,10510.7
259129,-10510.7
149625,21013
93312,-21013
230983,25230.2
200641,-9181
299795,-9181
195557,21025
206244,-10506
220675,10516.7
145551,21012
193966,50460
240062,-25230
293499,9178
63674,-18356
92675,-21034.7
172498,21034
216459,-10517
242899,25229.5
30206,-50459
50104,-21044
91610,-18355.5
263600,-9177.5
185923,21036
114670,50400
73164,-21036
256505,9175
2391,-21023
64650,-18352.5
132022,18350
138589,21034
216512,25229
138600,18350
67603,-21103
212874,10517.4
197389,21034
21818,-21039.5
45715,-21094.5
190986,21041
180073,18351
9610,-18351
171838,50432
17044,-50432
170977,18345
205322,-10520
107927,21040
180046,18345
76927,-18345
261940,-10524
196294,21048
188223,50441
70851,-50441
18503,-18345
191558,21048
38452,-21043.9
120904,21035
255223,10550.5
213717,-25229
35666,-18345
3613,-21104.2
190390,21049
212624,25225
125329,18326
290142,10525
8058,-21049.5
11876,-21050
156398,18250
94139,-18328.5
217925,10527.5
219045,25224.9
146975,18342
286575,9168.84
43834,-21055
164693,21049
66778,-36693
172947,21058
213270,9169.06
168886,18337
276446,-9167.5
55433,-21056
33180,-18299
157698,18335
189394,21056
9936,-21056
230913,-10527.5
19954,-18300
248237,9158.92
141088,18317
92018,-18317
90081,-21053
204388,25219.5
198250,18320
141095,21055
250179,-10527.5
199382,21053
22196,-50437.5
251131,-9141.5
105860,21053
220611,10526.3
292170,-10526
153242,21052
245113,10525.1
131128,18318
99051,-18318
187072,50436
226213,-10525
182985,21050
21158,-21050
200539,9155
66843,-21047.5
216243,-25200
37955,-18310
288248,10545.8
246742,-25200
164455,21046
106218,21081
64712,-21046
186540,18314
12772,-42150.4
194195,50372.1
38397,-18324.5
32445,-21045
284346,-10522
202541,-9169.5
74186,-18380.5
177951,21045
148756,21108.7
128003,18339
253611,10522.4
43795,-21044.9
184404,21044
131257,21043
211040,-9168
68509,-18335.6
210586,-10521.5
290721,-25222.5
145922,50445
295370,-9164.5
153188,18329
197968,21043
242369,-10550.9
138604,21032
163119,18325
183913,18315
69560,-18315
29699,-18319.6
22553,-21029
200250,-10529.5
54979,-21030
147419,21028.9
242132,35739.4
25232,-21028
117168,18310
282406,-10554.5
220147,-10514
122043,21028
258045,9156
133812,18312
262032,-9156
57621,-21028
25059,-50427
116550,21028
80905,-21028
285851,10514.4
247288,-10514.4
130736,21028.8
46127,-21028.8
209908,-9165
136348,50440
258732,9162.57
104413,21026
40020,-21026
120500,21026.7
9041,-21026.7
89845,-50400.1
129981,18330
221360,10528
138348,21023.9
78749,-21023.9
31124,-18314.5
190416,18384.5
273428,10511.5
275091,25187
34111,-50374
117848,21023
210305,-10511.5
39647,-21056.5
164165,50374
220331,9149
81972,-21101
19713,-18298.5
141474,18298
296803,-9149
256014,9143.12
212472,-9143.12
59931,-21021.5
111335,21020
217147,9198.5
106035,21105
23023,-21022.5
192326,21023
154140,21025
226973,-10525.1
206220,-10512.5
114381,18396
64879,-21025
186534,21025
124331,18393
186687,21025
49898,-21025
206831,9196
110568,21025
160712,21025
184616,50300
181736,18392
219711,10510.5
230510,-10510.5
183536,21021
205291,-10554
184538,21022
131178,18389
9468,-21025
111358,21020
280352,-10512.5
202346,-9190.6
151583,21025
116229,21024.9
26706,-21024.9
149203,50298
279012,-9189.5
87753,-21022
47824,-50298
4672,-18293.7
232955,-10514
253708,9188
73432,-18377.5
245861,10512.4
232757,-10512.4
10971,-21098.3
93983,-50297
135355,18376
224416,-10512
163267,21023
290141,-25148.5
216590,-9187.46
31291,-18374.5
74209,-21020.7
92055,-18382
44914,-21021.2
118041,50248
202075,10511.9
28800,-21023.7
170796,21023.7
171303,18376
34025,-21022
218077,25101.6
205736,-10521.8
60465,-50225.6
160386,50201
18575,-21020
152383,18398
256752,9200
93863,-18400
216835,25100.5
29721,-50201
225789,9194
188193,18384
154531,21020
239024,-25100.5
78053,-21096.9
181818,18388
163874,18210.5
18603,-18388
19310,-21019
139565,21018
227522,10506.4
288677,-9188
169091,21012.7
28387,-21012.3
265028,-10505.8
68691,-50249.5
234029,-10506.5
181193,21013
18780,-18376
173310,18376
225708,10507.5
21105,-50233.5
46443,-18381
92624,-21019
199089,21019
66768,-18324.3
149780,18379
29159,-18379
290315,-10507.2
30696,-18377
264088,9188.4
249171,10507.2
111422,21014.5
219851,10507
229561,-10507
289951,25069.6
41562,-50144.6
276663,-9192.5
181694,21016
199121,21020
214031,25100
120656,18390
133720,21023.6
201400,-25100
115605,50200
78168,-21020
188668,21020
216178,9159.18
8648,-21020
298030,10509.5
276469,-9199
127285,50200
120409,18390
238497,-10546.2
196991,21020
96555,-50124.9
120267,50100
20921,-18402
24766,-21021
83092,-18394
52601,-50167.9
167702,50174
237523,9198.73
283460,10509.2
117792,50300
253874,-9190
291807,-9190
39565,-50461.8
226342,-9149.62
101824,42107.3
8703,-18380
296731,10510
48561,-21017
196081,21020
173586,21020
176990,21020
66034,-21020
72185,-18382
279715,10510
264991,9190
101026,18380
206762,-9190
211190,10506.5
121711,50427
142464,21013.1
96387,-21103.3
283164,-10506.5
177876,21015.3
136410,21021
263745,10506.5
46525,-21016.5
69530,-50325.6
176105,21013
175404,18399
7368,-21108
28121,-21104.2
297910,10507.6
213656,10505
180226,21010
199820,18400
215955,10510
173692,21020
292153,-10510
220722,10552.9
179216,50300
268929,9201.5
198983,21020
220674,-10510
86969,-18350
232240,10508.5
95280,-21016
60047,-21017
146984,21040
63972,-21014.2
28367,-18400.2
114992,18400
278876,10510.5
259814,-9195.5
280567,-10510.5
17568,-18400
54207,-21015.4
47723,-21018.5
274343,25212.9
75978,-50447.4
173667,50410
98632,-18400
277024,10506.1
47176,-21014.2
177034,21012.3
147583,21028
293152,-25194
224708,-9200
170250,39420
97897,-18400
77710,-21063
202228,-10514
161071,50388
62288,-18294.5
290571,-25194
235006,-9200.83
137747,18400
66689,-21020
11579,-21015.3
177603,21020
25073,-18400
221793,18330.9
263299,10510
89516,-50424.4
107245,50371
8603,-50371
